Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
09/06/2023,"4,080",,78,"317,960","4,020","4,180","4,020","104,897","104,897"
08/06/2023,"4,060",,372,"1,494,080","4,120","4,120","4,000","104,383","104,383"
07/06/2023,"4,020",,135,"543,020","4,200","4,200","4,020","103,354","103,354"
06/06/2023,"4,020",,46,"186,200","4,160","4,160","4,020","103,354","103,354"
05/06/2023,"4,180",,189,"775,880","4,180","4,180","4,060","107,468","107,468"
02/06/2023,"4,140",,294,"1,207,840","4,120","4,180","4,060","106,439","106,439"
01/06/2023,"4,120",,91,"375,740","4,120","4,140","4,100","105,925","105,925"
31/05/2023,"4,120",,146,"598,620","4,100","4,120","4,100","105,925","105,925"
30/05/2023,"4,100",,218,"891,700","4,120","4,120","4,040","105,411","105,411"
29/05/2023,"4,140",,496,"2,022,460","4,100","4,180","4,000","106,439","106,439"
26/05/2023,"4,220",,86,"357,540","4,320","4,320","4,140","108,496","108,496"
25/05/2023,"4,220",,91,"385,300","4,300","4,300","4,140","108,496","108,496"
24/05/2023,"4,160",,619,"2,562,980","4,360","4,400","4,040","106,954","106,954"
23/05/2023,"4,420",,"1,970","7,990,300","4,060","4,420","4,000","113,638","113,638"
22/05/2023,"4,060",,586,"2,373,380","4,100","4,100","4,000","104,383","104,383"
19/05/2023,"4,140",,31,"128,760","4,200","4,200","4,100","106,439","106,439"
18/05/2023,"4,100",,"1,767","7,147,180","4,100","4,180","3,980","105,411","105,411"
17/05/2023,"4,160",,182,"756,520","4,280","4,280","4,120","106,954","106,954"
16/05/2023,"4,120",,"1,179","4,967,200","4,380","4,380","4,120","105,925","105,925"
15/05/2023,"4,380",,32,"140,140","4,360","4,380","4,360","112,610","112,610"
12/05/2023,"4,360",,277,"1,209,560","4,380","4,400","4,360","112,096","112,096"
11/05/2023,"4,380",,55,"240,380","4,380","4,380","4,360","112,610","112,610"
