Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
19/04/2023,"2,370",,"10,844","25,442,430","2,350","2,370","2,320","15,314","43,754"
18/04/2023,"2,350",,"1,478","3,469,750","2,350","2,350","2,340","15,185","43,385"
17/04/2023,"2,350",,"2,352","5,523,200","2,350","2,350","2,340","15,185","43,385"
13/04/2023,"2,350",,"13,314","30,975,930","2,330","2,370","2,300","15,185","43,385"
12/04/2023,"2,350",,"7,790","18,162,140","2,350","2,370","2,300","15,185","43,385"
11/04/2023,"2,370",,"1,472","3,470,980","2,360","2,370","2,350","15,314","43,754"
10/04/2023,"2,360",,"1,920","4,525,310","2,360","2,360","2,350","15,249","43,569"
07/04/2023,"2,360",,"6,764","15,965,310","2,370","2,380","2,350","15,249","43,569"
06/04/2023,"2,360",,"4,753","11,180,400","2,360","2,370","2,350","15,249","43,569"
05/04/2023,"2,370",,776,"1,836,100","2,360","2,370","2,360","15,314","43,754"
04/04/2023,"2,370",,"1,046","2,468,760","2,370","2,370","2,360","15,314","43,754"
03/04/2023,"2,370",,723,"1,702,070","2,370","2,370","2,330","15,314","43,754"
31/03/2023,"2,350",,303,"717,190","2,370","2,370","2,350","15,185","43,385"
30/03/2023,"2,370",,630,"1,486,880","2,360","2,370","2,360","15,314","43,754"
29/03/2023,"2,370",,"4,735","11,067,070","2,380","2,380","2,330","15,314","43,754"
28/03/2023,"2,360",,"3,162","7,418,980","2,320","2,360","2,320","15,249","43,569"
27/03/2023,"2,370",,501,"1,181,860","2,360","2,370","2,350","15,314","43,754"
24/03/2023,"2,360",,"5,294","12,403,700","2,370","2,370","2,330","15,249","43,569"
23/03/2023,"2,360",,"7,112","16,694,340","2,360","2,370","2,340","15,249","43,569"
22/03/2023,"2,360",,"1,476","3,470,290","2,340","2,370","2,340","15,249","43,569"
21/03/2023,"2,370",,"5,542","12,846,410","2,310","2,370","2,310","15,314","43,754"
20/03/2023,"2,380",,"11,544","27,347,680","2,370","2,380","2,360","15,378","43,938"
17/03/2023,"2,380",,"5,500","13,002,440","2,380","2,380","2,360","15,378","43,938"
16/03/2023,"2,380",,"2,504","5,944,180","2,370","2,380","2,360","15,378","43,938"
15/03/2023,"2,380",,"6,856","16,291,900","2,380","2,390","2,360","15,378","43,938"
14/03/2023,"2,360",,"15,893","37,653,060","2,400","2,400","2,350","15,249","43,569"
13/03/2023,"2,400",,"6,831","16,273,140","2,380","2,400","2,370","15,508","44,308"
10/03/2023,"2,410",,"1,447","3,459,120","2,400","2,410","2,390","15,572","44,492"
09/03/2023,"2,400",,"1,967","4,720,800","2,400","2,400","2,400","15,508","44,308"
07/03/2023,"2,400",,"4,363","10,470,580","2,410","2,410","2,390","15,508","44,308"
